"brand","cohort","sex","wt","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2021","2022","2023","2024"
"178",1987,"F",18,1,19,19,19,19,6,19,8,19,10,11,19,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"179",1987,"F",19,1,19,19,19,19,19,19,19,19,19,19,19,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"180",1987,"F",15.8,1,19,19,19,19,6,19,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"183",1987,"F",19,1,19,19,19,19,19,19,19,9,19,19,12,19,19,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"184",1987,"F",16.5,1,19,19,4,5,6,7,8,9,10,11,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"186",1987,"F",15.4,1,19,19,19,19,19,19,19,19,19,11,19,13,14,15,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"187",1987,"F",16.5,1,19,19,19,5,6,19,8,9,10,11,12,13,14,15,16,17,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"189",1987,"F",13,1,19,19,19,19,6,19,19,9,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"193",1987,"F",18.2,1,19,19,4,19,19,19,8,9,19,11,12,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"194",1987,"F",17,1,19,19,19,19,19,19,19,19,19,19,12,19,14,15,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"195",1987,"F",21,1,19,19,19,5,19,19,19,9,10,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"196",1987,"F",21,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"197",1987,"F",21.5,1,19,19,19,5,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"198",1987,"F",19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"21",1987,"F",21.1,1,19,19,19,19,19,19,19,19,10,19,19,19,14,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"22",1987,"F",17.5,1,19,19,19,19,19,19,8,9,10,11,12,13,14,15,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"24",1987,"F",20,1,19,19,4,5,6,19,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"25",1987,"F",21,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"27",1987,"F",22,1,19,19,4,19,6,19,19,9,10,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"30",1987,"F",17.5,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"32",1987,"F",21,1,19,19,19,19,6,19,19,19,19,19,19,19,19,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"35",1987,"F",17.5,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"36",1987,"F",17,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"39",1987,"F",18,1,19,19,4,19,6,19,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"40",1987,"F",12.5,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"41",1987,"F",19,1,19,19,19,19,6,7,19,19,19,11,12,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"42",1987,"F",19.6,1,19,19,4,19,19,19,8,9,19,19,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"44",1987,"F",17.6,1,19,19,4,19,19,19,19,9,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"45",1987,"F",15.4,1,19,19,4,19,19,7,8,9,10,11,12,13,14,15,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"5",1987,"F",16.5,1,19,19,4,5,6,7,8,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"53",1987,"F",16.2,1,19,19,4,5,6,19,8,9,10,11,12,13,14,15,16,17,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"6",1987,"F",20.5,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"60",1987,"F",21,1,19,19,19,19,19,19,19,9,10,11,19,13,14,15,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"61",1987,"F",12,1,19,19,19,19,19,19,8,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"62",1987,"F",21,1,19,19,19,19,6,7,8,9,10,11,12,13,14,15,16,17,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"64",1987,"F",15.5,1,19,19,19,19,19,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"65",1987,"F",15,1,19,19,4,5,6,7,8,9,19,11,12,19,14,15,16,17,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"66",1987,"F",17.5,1,19,19,19,19,6,7,19,9,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"68",1987,"F",18.5,1,19,19,4,19,6,7,8,9,10,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"7",1987,"F",19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"70",1987,"F",15,1,19,19,19,19,19,19,19,19,10,19,12,13,14,15,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"74",1987,"F",12.5,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"76",1987,"F",20,1,19,19,19,5,19,19,8,9,10,11,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"77",1987,"F",13.5,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"78",1987,"F",17,1,19,19,4,19,19,19,19,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"79",1987,"F",17,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"8",1987,"F",19.2,1,19,19,19,19,19,19,19,9,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"80",1987,"F",22,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"81",1987,"F",11,1,19,19,19,19,19,19,8,9,10,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"83",1987,"F",16,1,19,19,19,5,19,19,8,19,10,11,12,13,14,15,19,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"84",1987,"F",15,1,19,19,4,19,19,19,19,19,19,19,12,13,14,15,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"85",1987,"F",17.5,1,19,19,19,19,19,19,19,19,19,19,19,19,19,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"86",1987,"F",13.6,1,19,19,19,19,19,7,19,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"88",1987,"F",12.8,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"90",1987,"F",18,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"91",1987,"F",16.4,1,19,19,4,5,6,7,19,9,10,11,12,13,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"92",1987,"F",15.4,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"96",1987,"F",16,1,19,19,19,19,6,7,8,19,10,19,12,19,19,15,16,17,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"97",1987,"F",15,1,19,19,19,19,19,19,8,9,10,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"98",1987,"F",16,1,19,19,4,19,19,19,19,19,10,11,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"99",1987,"F",20,1,19,19,19,19,19,7,8,19,10,11,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"201",1988,"F",11.8,19,1,19,19,19,19,19,19,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"204",1988,"F",14,19,1,19,19,19,19,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"205",1988,"F",19,19,1,19,19,19,19,19,19,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"206",1988,"F",18.5,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"207",1988,"F",18.5,19,1,19,3,19,5,6,7,8,9,10,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"208",1988,"F",16,19,1,19,19,19,19,19,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"209",1988,"F",16.5,19,1,19,19,19,19,19,19,8,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"210",1988,"F",17,19,1,19,19,19,19,19,19,19,9,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"211",1988,"F",12,19,1,19,19,19,19,19,19,19,19,10,19,19,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"213",1988,"F",19,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"214",1988,"F",14.5,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"216",1988,"F",15,19,1,19,19,4,19,19,19,19,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"217",1988,"F",21,19,1,19,19,19,19,6,19,19,19,19,19,19,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"219",1988,"F",21,19,1,19,3,19,19,19,19,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"222",1988,"F",20.5,19,1,19,19,19,19,19,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"226",1988,"F",19.5,19,1,19,19,19,19,19,7,19,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"227",1988,"F",15.5,19,1,19,19,19,5,6,7,19,19,10,11,12,13,14,15,16,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"229",1988,"F",16.4,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"230",1988,"F",19,19,1,19,19,19,19,19,7,8,19,10,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"231",1988,"F",14,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"232",1988,"F",19.5,19,1,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"233",1988,"F",18.5,19,1,19,19,4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"238",1988,"F",17,19,1,19,3,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"240",1988,"F",16,19,1,19,19,19,19,19,19,8,19,19,11,19,13,14,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"244",1988,"F",23,19,1,19,19,19,19,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"245",1988,"F",13.5,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"247",1988,"F",21,19,1,19,19,19,19,19,19,8,9,10,19,12,19,14,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"248",1988,"F",17,19,1,19,3,19,19,6,7,8,19,10,11,12,13,14,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"260",1988,"F",17,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"262",1988,"F",17.5,19,1,19,19,19,19,19,19,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"264",1988,"F",17,19,1,19,19,19,5,6,19,19,19,10,19,12,13,14,15,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"265",1988,"F",20,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"266",1988,"F",16.5,19,1,19,19,19,19,19,19,19,19,10,11,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"267",1988,"F",18,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"268",1988,"F",21,19,1,19,19,19,19,19,19,19,19,19,11,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"269",1988,"F",18.5,19,1,19,19,19,19,19,19,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"270",1988,"F",16.5,19,1,19,3,19,19,6,7,8,9,10,11,12,13,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"271",1988,"F",15,19,1,19,19,19,5,6,7,8,9,10,11,12,19,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"272",1988,"F",18,19,1,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"280",1988,"F",20.5,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"281",1988,"F",14,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"282",1988,"F",12.5,19,1,19,19,19,19,19,19,19,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"283",1988,"F",14,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"284",1988,"F",13,19,1,19,19,19,19,6,7,8,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"285",1988,"F",19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"289",1988,"F",19.5,19,1,19,19,19,5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"293",1988,"F",19,19,1,19,3,19,19,19,19,8,19,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
